"We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.",,,,,,,,
All submitters of data may be contacted directly via www.gisaid.org,,,,,,,,
Isolate_Id,HA Segment_Id,NA Segment_Id,Location,Collection_Date,Isolate_Name,Originating_Lab,Submitting_Lab,Authors
EPI_ISL_305174,EPI1206781,EPI1206780,North America / United States / West Virginia,2/18/2018,B/West Virginia/11/2018,West Virginia Office of Laboratory Services,Centers for Disease Control and Prevention,
EPI_ISL_332633,EPI1328302,EPI1328301,North America / United States / Utah,11/24/2018,B/Utah/25/2018,Utah Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_361136,EPI1472461,EPI1472460,North America / United States / Washington,3/23/2018,B/Washington/227/2018,Marshfield Clinic Research Foundation,Centers for Disease Control and Prevention,
EPI_ISL_309656,EPI1228759,EPI1228758,North America / United States / Delaware,2/9/2018,B/Delaware/23/2018,Delaware Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_309644,EPI1228664,EPI1228663,North America / United States / Delaware,2/4/2018,B/Delaware/15/2018,Delaware Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_314428,EPI1253868,EPI1253867,North America / United States / Arizona,4/21/2018,B/Arizona/28/2018,Arizona Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_305118,EPI1206337,EPI1206336,North America / United States / Idaho,2/17/2018,B/Idaho/08/2018,State of Idaho Bureau of Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_305873,EPI1210473,EPI1210472,North America / United States / Florida,3/11/2018,B/Florida/17/2018,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,
EPI_ISL_305180,EPI1206828,EPI1206827,North America / United States / Utah,2/28/2018,B/Utah/08/2018,Utah Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_306847,EPI1214808,EPI1214807,North America / United States / Utah,2/26/2018,B/Utah/14/2018,Utah Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_315845,EPI1259663,EPI1259662,North America / United States / Hawaii,5/20/2018,B/Hawaii/22/2018,State of Hawaii Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_309651,EPI1228719,EPI1228718,North America / United States / Delaware,2/7/2018,B/Delaware/19/2018,Delaware Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_302979,EPI1196398,EPI1196397,North America / United States / Alaska,1/31/2018,B/Alaska/03/2018,Alaska State Virology Lab,Centers for Disease Control and Prevention,
EPI_ISL_306141,EPI1211805,EPI1211804,North America / United States / Washington,1/22/2018,B/Washington/08/2018,Marshfield Clinic Research Foundation,Centers for Disease Control and Prevention,
EPI_ISL_320898,EPI1272175,EPI1272174,North America / United States / Hawaii,6/16/2018,B/Hawaii/26/2018,State of Hawaii Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_306184,EPI1212146,EPI1212145,North America / United States / South Dakota,3/12/2018,B/South Dakota/09/2018,South Dakota Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_303051,EPI1196904,EPI1196903,North America / United States / Florida,1/29/2018,B/Florida/09/2018,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,
EPI_ISL_311850,EPI1241355,EPI1241354,North America / United States / Missouri,3/20/2018,B/Missouri/12/2018,Missouri Department. of Health & Senior Services,Centers for Disease Control and Prevention,
EPI_ISL_311612,EPI1239601,EPI1239600,North America / United States / Wisconsin,4/29/2018,B/Wisconsin/27/2018,Wisconsin State Laboratory of Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_306177,EPI1212092,EPI1212091,North America / United States / Utah,3/10/2018,B/Utah/09/2018,Utah Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_334257,EPI1337495,EPI1337494,North America / United States / Montana,12/9/2018,B/Montana/35/2018,Montana Laboratory Services Bureau,Centers for Disease Control and Prevention,
EPI_ISL_306154,EPI1211909,EPI1211908,North America / United States / Washington,2/25/2018,B/Washington/22/2018,Washington State Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_302989,EPI1196457,EPI1196456,North America / United States / Oregon,1/10/2018,B/Oregon/03/2018,Oregon Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_332271,EPI1325758,EPI1325757,North America / United States / Maryland,10/1/2018,B/Maryland/28/2018,Maryland Department of Health and Mental Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_306186,EPI1212162,EPI1212161,North America / United States / Maine,3/13/2018,B/Maine/16/2018,Maine Health and Environmental Testing Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_311560,EPI1239194,EPI1239193,North America / United States / Missouri,4/7/2018,B/Missouri/15/2018,Missouri Department. of Health & Senior Services,Centers for Disease Control and Prevention,
EPI_ISL_309111,EPI1225806,EPI1225805,North America / United States / West Virginia,3/4/2018,B/West Virginia/16/2018,West Virginia Office of Laboratory Services,Centers for Disease Control and Prevention,
EPI_ISL_303028,EPI1196744,EPI1196743,North America / United States / New Hampshire,2/9/2018,B/New Hampshire/06/2018,New Hampshire Public Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_358303,EPI1450573,EPI1450572,North America / United States / Pennsylvania,3/5/2018,B/Pennsylvania/27/2018,Children's Hospital of Pittsburgh UPMC,Centers for Disease Control and Prevention,
EPI_ISL_315147,EPI1257478,EPI1257477,North America / United States / Arizona,6/6/2018,B/Arizona/30/2018,Arizona Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_303032,EPI1196771,EPI1196770,North America / United States / Connecticut,2/1/2018,B/Connecticut/08/2018,Connecticut Department. of Public Health,Centers for Disease Control and Prevention,
EPI_ISL_298441,EPI1175084,EPI1175083,North America / United States / Nebraska,1/17/2018,B/Nebraska/03/2018,Nebraska Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_307796,EPI1220892,EPI1220891,North America / United States / West Virginia,3/27/2018,B/West Virginia/21/2018,West Virginia Office of Laboratory Services,Centers for Disease Control and Prevention,
EPI_ISL_335714,EPI1343567,EPI1343566,North America / United States / Maryland,12/2/2018,B/Maryland/34/2018,Maryland Department of Health and Mental Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_309115,EPI1225838,EPI1225837,North America / United States / Maryland,2/9/2018,B/Maryland/08/2018,Maryland Department of Health and Mental Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_315853,EPI1259725,EPI1259724,North America / United States / Missouri,4/1/2018,B/Missouri/19/2018,Missouri Department. of Health & Senior Services,Centers for Disease Control and Prevention,
EPI_ISL_309643,EPI1228656,EPI1228655,North America / United States / Delaware,2/1/2018,B/Delaware/14/2018,Delaware Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_311851,EPI1241363,EPI1241362,North America / United States / Utah,3/10/2018,B/Utah/09/2018,Utah Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_321163,EPI1273402,EPI1273401,North America / United States / Delaware,5/7/2018,B/Delaware/29/2018,Delaware Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_298452,EPI1175172,EPI1175171,North America / United States / Utah,1/10/2018,B/Utah/02/2018,Utah Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_306829,EPI1214665,EPI1214664,North America / United States / Arizona,3/11/2018,B/Arizona/12/2018,Arizona Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_304345,EPI1202496,EPI1202495,North America / United States / New York,2/19/2018,B/New York/06/2018,New York State Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_313114,EPI1246973,EPI1246972,North America / United States / Hawaii,4/12/2018,B/Hawaii/19/2018,State of Hawaii Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_376931,EPI1542079,EPI1542119,North America / United States / North Dakota,4/20/2018,B/North Dakota/7494/2018,,Import from public-domain,"Gruner,W.E.; Fries,A.C.; Garrett,C.M.; Powell,M.L.; Minnich,D.E.; Couch,M.R.; Hanson,J.F.; DeMarcus,L.S.; Crum,M.E.; Bogue,A.L.; Federinko,S.P.; Macias,E.A.; West,C.A.; Poel,J.R."
EPI_ISL_300966,EPI1186728,EPI1186727,North America / United States / Minnesota,1/13/2018,B/Minnesota/05/2018,Minnesota Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_373139,EPI1530794,EPI1530882,North America / United States / Mississippi,2/14/2018,B/Mississippi/7291/2018,,Import from public-domain,"Gruner,W.E.; Fries,A.C.; Garrett,C.M.; Powell,M.L.; Minnich,D.E.; Couch,M.R.; Hanson,J.F.; DeMarcus,L.S.; Crum,M.E.; Bogue,A.L.; Federinko,S.P.; Macias,E.A.; West,C.A.; Poel,J.R."
EPI_ISL_358430,EPI1451569,EPI1451568,North America / United States / Tennessee,1/3/2018,B/Tennessee/08/2018,Vanderbilt University Medical Center,Centers for Disease Control and Prevention,
EPI_ISL_303041,EPI1196833,EPI1196832,North America / United States / Massachusetts,1/29/2018,B/Massachusetts/04/2018,Massachusetts Department of Public Health,Centers for Disease Control and Prevention,
EPI_ISL_302978,EPI1196385,EPI1196384,North America / United States / Utah,1/26/2018,B/Utah/05/2018,Utah Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_305161,EPI1206680,EPI1206679,North America / United States / South Dakota,2/19/2018,B/South Dakota/07/2018,South Dakota Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_309707,EPI1229150,EPI1229149,North America / United States / Florida,4/1/2018,B/Florida/25/2018,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,
EPI_ISL_321164,EPI1273410,EPI1273409,North America / United States / North Carolina,4/16/2018,B/North Carolina/25/2018,North Carolina State Laboratory of Public Health,Centers for Disease Control and Prevention,
EPI_ISL_305862,EPI1210385,EPI1210384,North America / United States / Pennsylvania,2/27/2018,B/Pennsylvania/08/2018,Pennsylvania Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_305175,EPI1206788,EPI1206787,North America / United States / West Virginia,2/18/2018,B/West Virginia/13/2018,West Virginia Office of Laboratory Services,Centers for Disease Control and Prevention,
EPI_ISL_305141,EPI1206520,EPI1206519,North America / United States / Massachusetts,2/21/2018,B/Massachusetts/07/2018,Massachusetts Department of Public Health,Centers for Disease Control and Prevention,
EPI_ISL_401102,EPI1643848,EPI1643847,North America / United States / Arkansas,11/25/2019,B/Arkansas/06/2019,Arkansas Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_403055,EPI1653911,EPI1653910,North America / United States / Texas,12/4/2019,B/Texas/48/2019,Houston Department of Health and Human Services,Centers for Disease Control and Prevention,
EPI_ISL_405550,EPI1668663,EPI1668662,North America / United States / Virginia,12/7/2019,B/Virginia/10425/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_352045,EPI1422052,EPI1422051,North America / United States / Michigan,1/29/2019,B/Michigan/11/2019,Michigan Department of Community Health,Centers for Disease Control and Prevention,
EPI_ISL_400181,EPI1637706,EPI1637705,North America / United States / Louisiana,10/24/2019,B/Louisiana/122/2019,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,
EPI_ISL_409556,EPI1687113,EPI1687110,North America / United States / Michigan,12/5/2019,B/Michigan/69/2019,Michigan Department of Community Health,Centers for Disease Control and Prevention,
EPI_ISL_355682,EPI1439128,EPI1439127,North America / United States / South Dakota,4/1/2019,B/South Dakota/09/2019,South Dakota Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_402920,EPI1653119,EPI1653118,North America / United States / Rhode Island,12/9/2019,B/Rhode Island/05/2019,Rhode Island Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_364277,EPI1489459,EPI1489458,North America / United States / Hawaii,5/27/2019,B/Hawaii/22/2019,State of Hawaii Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_380480,EPI1560145,EPI1560144,North America / United States / Michigan,4/2/2019,B/Michigan/28/2019,University of Michigan SPH EPID,Centers for Disease Control and Prevention,
EPI_ISL_398483,EPI1628756,EPI1628755,North America / United States / New Mexico,11/5/2019,B/New Mexico/04/2019,New Mexico Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_403051,EPI1653873,EPI1653872,North America / United States / Florida,12/10/2019,B/Florida/79/2019,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,
EPI_ISL_404680,EPI1662928,EPI1662927,North America / United States / New Jersey,11/21/2019,B/New Jersey/14/2019,New Jersey Department of Health & Senior Services,Centers for Disease Control and Prevention,
EPI_ISL_401344,EPI1645720,EPI1645719,North America / United States / Oregon,11/26/2019,B/Oregon/08/2019,Oregon Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_404672,EPI1662871,EPI1662870,North America / United States / Massachusetts,12/2/2019,B/Massachusetts/20/2019,Massachusetts Department of Public Health,Centers for Disease Control and Prevention,
EPI_ISL_405804,EPI1669602,EPI1669601,North America / United States / Florida,12/8/2019,B/Florida/77/2019,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,
EPI_ISL_412681,EPI1700342,EPI1700341,North America / United States / Ohio,12/23/2019,B/Ohio/10660/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_404226,EPI1659715,EPI1659717,North America / United States / Texas,11/18/2019,B/Texas/10120/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner,W.E.; Fries,A.C.; Garrett,C.M.; Powell,M.L.; Hanson,J.F.; DeMarcus,L.S.; Sjoberg,P.A.; Bogue,A.L.; Robbins,A.S.; Macias,E.A.; Lambert,A.W.;  Dane,D.J."
EPI_ISL_401228,EPI1644847,EPI1644846,North America / United States / North Dakota,11/26/2019,B/North Dakota/14/2019,North Dakota Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_412651,EPI1700141,EPI1700140,North America / United States / New York,12/12/2019,B/New York/10630/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_410944,EPI1694064,EPI1694063,North America / United States / District of Columbia,12/19/2019,B/District Of Columbia/29/2019,DC Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_393666,EPI1602802,EPI1602801,North America / United States / Florida,8/17/2019,B/Florida/40/2019,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,
EPI_ISL_412755,EPI1700851,EPI1700850,North America / United States / Virginia,12/18/2019,B/Virginia/10734/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_404889,EPI1664600,EPI1664599,North America / United States / Delaware,12/16/2019,B/Delaware/19/2019,Delaware Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_412747,EPI1700792,EPI1700791,North America / United States / Virginia,12/18/2019,B/Virginia/10726/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_404735,EPI1663354,EPI1663353,North America / United States / Missouri,12/22/2019,B/Missouri/03/2019,Missouri Department. of Health & Senior Services,Centers for Disease Control and Prevention,
EPI_ISL_402702,EPI1651386,EPI1651385,North America / United States / Ohio,12/12/2019,B/Ohio/08/2019,Ohio Department of Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_393656,EPI1602723,EPI1602722,North America / United States / Louisiana,8/23/2019,B/Louisiana/26/2019,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,
EPI_ISL_400145,EPI1637433,EPI1637432,North America / United States / Louisiana,10/10/2019,B/Louisiana/81/2019,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,
EPI_ISL_403148,EPI1654650,EPI1654649,North America / United States / Nevada,11/8/2019,B/Nevada/9942/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_404373,EPI1660609,EPI1660608,North America / United States / Nevada,11/21/2019,B/Nevada/10226/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_403881,EPI1657987,EPI1657986,North America / United States / Nevada,11/18/2019,B/Nevada/10087/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_412296,EPI1697814,EPI1697813,North America / United States / Washington,12/31/2019,B/Washington/109/2019,Washington State Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_400186,EPI1637746,EPI1637745,North America / United States / Wisconsin,11/14/2019,B/Wisconsin/37/2019,Wisconsin State Laboratory of Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_395506,EPI1610097,EPI1610096,North America / United States / Florida,9/27/2019,B/Florida/60/2019,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,
EPI_ISL_395525,EPI1610244,EPI1610243,North America / United States / Florida,9/11/2019,B/Florida/53/2019,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,
EPI_ISL_412297,EPI1697822,EPI1697821,North America / United States / Washington,12/31/2019,B/Washington/110/2019,Washington State Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_404426,EPI1660982,EPI1660981,North America / United States / Virginia,12/3/2019,B/Virginia/10280/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_404411,EPI1660870,EPI1660869,North America / United States / Virginia,11/20/2019,B/Virginia/10265/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_370485,EPI1520402,EPI1520404,North America / United States / Texas,1/7/2019,B/Texas/7954/2019,,Import from public-domain,"Gruner,W.E.; Fries,A.C.; Garrett,C.M.; Powell,M.L.; Minnich,D.E.; Couch,M.R.; Hanson,J.F.; DeMarcus,L.S.; Crum,M.E.; Bogue,A.L.; Federinko,S.P.; Macias,E.A.; West,C.A.; Dane,D.J."
EPI_ISL_412697,EPI1700440,EPI1700439,North America / United States / Texas,12/11/2019,B/Texas/10676/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_404403,EPI1660806,EPI1660805,North America / United States / Texas,11/25/2019,B/Texas/10256/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_403157,EPI1654722,EPI1654721,North America / United States / Nevada,11/13/2019,B/Nevada/9951/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_412599,EPI1699814,EPI1699813,North America / United States / Colorado,12/16/2019,B/Colorado/10579/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_398508,EPI1628940,EPI1628939,North America / United States / Wisconsin,11/4/2019,B/Wisconsin/35/2019,Wisconsin State Laboratory of Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_409587,EPI1687355,EPI1687353,North America / United States / Tennessee,12/14/2019,B/Tennessee/08/2019,Tennessee Department of Health Laboratory-Nashville,Centers for Disease Control and Prevention,
EPI_ISL_404670,EPI1662855,EPI1662854,North America / United States / West Virginia,12/3/2019,B/West Virginia/12/2019,West Virginia Office of Laboratory Services,Centers for Disease Control and Prevention,
EPI_ISL_412637,EPI1700070,EPI1700069,North America / United States / Nevada,12/6/2019,B/Nevada/10617/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_401035,EPI1643319,EPI1643318,North America / United States / Wyoming,11/26/2019,B/Wyoming/02/2019,Wyoming Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_393673,EPI1602856,EPI1602855,North America / United States / North Carolina,8/28/2019,B/North Carolina/03/2019,North Carolina State Laboratory of Public Health,Centers for Disease Control and Prevention,
EPI_ISL_409269,EPI1684948,EPI1684947,North America / United States / Mississippi,12/31/2019,B/Mississippi/14/2019,Mississippi Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_403054,EPI1653901,EPI1653900,North America / United States / Utah,12/5/2019,B/Utah/14/2019,Utah Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_401046,EPI1643407,EPI1643406,North America / United States / Washington,12/3/2019,B/Washington/24/2019,Seattle & King County Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_403845,EPI1657732,EPI1657731,North America / United States / Mississippi,11/7/2019,B/Mississippi/10051/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_398913,EPI1631705,EPI1631704,North America / United States / New Jersey,10/24/2019,B/New Jersey/08/2019,New Jersey Department of Health & Senior Services,Centers for Disease Control and Prevention,
EPI_ISL_405489,EPI1668237,EPI1668236,North America / United States / Colorado,12/4/2019,B/Colorado/10363/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_353600,EPI1429095,EPI1429094,North America / United States / Maine,3/13/2019,B/Maine/05/2019,Maine Health and Environmental Testing Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_401257,EPI1645053,EPI1645052,North America / United States / New Jersey,11/21/2019,B/New Jersey/14/2019,New Jersey Department of Health & Senior Services,Centers for Disease Control and Prevention,
EPI_ISL_353537,EPI1428614,EPI1428613,North America / United States / Delaware,3/8/2019,B/Delaware/03/2019,Delaware Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_347888,EPI1395427,EPI1395426,North America / United States / North Dakota,2/25/2019,B/North Dakota/03/2019,North Dakota Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_412581,EPI1699687,EPI1699686,North America / United States / Alaska,12/15/2019,B/Alaska/10561/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_412626,EPI1700003,EPI1700002,North America / United States / Nevada,12/4/2019,B/Nevada/10606/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_368239,EPI1508462,EPI1544825,North America / United States / Florida,6/13/2019,B/Florida/32/2019,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,
EPI_ISL_365737,EPI1495568,EPI1495567,North America / United States / Michigan,6/2/2019,B/Michigan/35/2019,Michigan Department of Community Health,Centers for Disease Control and Prevention,
EPI_ISL_404723,EPI1663263,EPI1663262,North America / United States / Louisiana,12/5/2019,B/Louisiana/131/2019,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,
EPI_ISL_409238,EPI1684742,EPI1684741,North America / United States / Georgia,10/28/2019,B/Georgia/19/2019,Georgia Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_405521,EPI1668451,EPI1668450,North America / United States / Mississippi,12/9/2019,B/Mississippi/10395/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_409239,EPI1684750,EPI1684749,North America / United States / Georgia,11/19/2019,B/Georgia/23/2019,Georgia Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_404899,EPI1664680,EPI1664679,North America / United States / Texas,12/18/2019,B/Texas/54/2019,Texas Department of State Health Services-Laboratory Services,Centers for Disease Control and Prevention,
EPI_ISL_402878,EPI1652739,EPI1652738,North America / United States / Texas,11/19/2019,B/Texas/42/2019,Texas Department of State Health Services-Laboratory Services,Centers for Disease Control and Prevention,
EPI_ISL_398493,EPI1628821,EPI1628820,North America / United States / California,10/21/2019,B/California/45/2019,California Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_349968,EPI1409328,EPI1409327,North America / United States / South Dakota,3/4/2019,B/South Dakota/05/2019,South Dakota Public Health Lab,Centers for Disease Control and Prevention,
